"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"15","14","Los Angeles Lakers","53","12920",".455","14.1",NA,".594",".263",".184",".087",".060",".406",NA,".531",".704",".399",".395",".370",".345",NA,".533",".841",NA,".062","263",NA,".270","732",NA,".199",".366"
"16","15","Memphis Grizzlies","54","13035",".452","14.1",NA,".601",".267",".169",".102",".063",".399",NA,".515",".653",".389",".437",".398",".358",NA,".547",".820",NA,".063","260",NA,".264","661",NA,".173",".398"
"17","16","Miami Heat","53","12845",".444","15.5",NA,".536",".212",".171",".094",".060",".464",NA,".526",".691",".438",".407",".381",".349",NA,".505",".838",NA,".045","173",NA,".234","592",NA,".269",".375"
"18","17","Milwaukee Bucks","53","12770",".443","15.7",NA,".542",".220",".165",".090",".067",".458",NA,".528",".683",".425",".421",".416",".342",NA,".511",".826",NA,".043","184",NA,".247","657",NA,".217",".358"
"19","18","Minnesota Timberwolves","52","12555",".453","14.7",NA,".559",".252",".163",".082",".062",".441",NA,".535",".687",".416",".393",".422",".348",NA,".558",".844",NA,".068","276",NA,".263","636",NA,".288",".388"
"20","19","New Orleans Pelicans","52","12530",".468","14.8",NA,".590",".226",".176",".105",".084",".410",NA,".537",".692",".458",".462",".382",".368",NA,".505",".813",NA,".043","173",NA,".252","646",NA,".223",".429"
"21","20","New York Knicks","52","12530",".441","14.8",NA,".564",".263",".137",".087",".076",".436",NA,".512",".648",".392",".445",".339",".348",NA,".533",".844",NA,".055","220",NA,".261","614",NA,".240",".368"
"22","21","Oklahoma City Thunder","51","12290",".445","14.9",NA,".571",".208",".207",".086",".069",".429",NA,".521",".675",".446",".449",".374",".343",NA,".516",".850",NA,".054","199",NA,".265","655",NA,".254",".393"
"23","22","Orlando Magic","53","12745",".459","14.7",NA,".601",".218",".193",".103",".087",".399",NA,".522",".646",".457",".454",".435",".365",NA,".499",".836",NA,".051","217",NA,".256","634",NA,".232",".393"
"24","23","Philadelphia 76ers","52","12580",".450","14.0",NA,".618",".252",".188",".109",".069",".382",NA,".517",".688",".393",".383",".442",".341",NA,".507",".798",NA,".062","251",NA,".263","652",NA,".206",".370"
"25","24","Phoenix Suns","51","12265",".441","14.6",NA,".612",".197",".230",".100",".086",".388",NA,".507",".672",".454",".413",".382",".337",NA,".484",".785",NA,".042","168",NA,".261","648",NA,".189",".352"
"26","25","Portland Trail Blazers","53","12745",".472","14.5",NA,".577",".264",".167",".083",".062",".423",NA,".549",".683",".460",".391",".435",".368",NA,".535",".834",NA,".056","229",NA,".256","692",NA,".279",".401"
"27","26","Sacramento Kings","54","13035",".475","13.8",NA,".626",".251",".209",".094",".071",".374",NA,".543",".711",".435",".421",".433",".360",NA,".481",".799",NA,".059","264",NA,".282","784",NA,".208",".379"
"28","27","San Antonio Spurs","54","13035",".464","13.5",NA,".637",".270",".203",".093",".071",".363",NA,".527",".652",".427",".442",".447",".353",NA,".467",".818",NA,".060","252",NA,".307","797",NA,".194",".408"
"29","28","Toronto Raptors","51","12365",".460","14.4",NA,".591",".233",".199",".098",".061",".409",NA,".531",".705",".406",".444",".415",".357",NA,".529",".864",NA,".057","213",NA,".263","627",NA,".305",".374"
"30","29","Utah Jazz","53","12720",".454","14.5",NA,".622",".198",".220",".120",".084",".378",NA,".520",".703",".440",".444",".409",".344",NA,".483",".777",NA,".047","195",NA,".250","681",NA,".199",".367"
"31","30","Washington Wizards","51","12340",".456","14.1",NA,".651",".199",".249",".116",".087",".349",NA,".512",".704",".436",".428",".403",".350",NA,".478",".804",NA,".057","217",NA,".265","668",NA,".190",".358"
"32","","League Average","53","12692",".455","14.4",NA,".599",".240",".191",".096",".072",".401",NA,".526",".679",".430",".427",".403",".349",NA,".508",".820",NA,".056","227",NA,".265","677",NA,".232",".379"
