"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"14","13","Los Angeles Clippers","54","13010",".443","13.7",NA,".624",".256",".205",".102",".061",".376",NA,".509",".652",".414",".425",".375",".332",NA,".507",".811",NA,".053","233",NA,".284","736",NA,".223",".333"
"15","14","Los Angeles Lakers","53","12920",".455","14.1",NA,".594",".263",".184",".087",".060",".406",NA,".531",".704",".399",".395",".370",".345",NA,".533",".841",NA,".062","263",NA,".270","732",NA,".199",".366"
"16","15","Memphis Grizzlies","54","13035",".452","14.1",NA,".601",".267",".169",".102",".063",".399",NA,".515",".653",".389",".437",".398",".358",NA,".547",".820",NA,".063","260",NA,".264","661",NA,".173",".398"
"17","16","Miami Heat","53","12845",".444","15.5",NA,".536",".212",".171",".094",".060",".464",NA,".526",".691",".438",".407",".381",".349",NA,".505",".838",NA,".045","173",NA,".234","592",NA,".269",".375"
"18","17","Milwaukee Bucks","53","12770",".443","15.7",NA,".542",".220",".165",".090",".067",".458",NA,".528",".683",".425",".421",".416",".342",NA,".511",".826",NA,".043","184",NA,".247","657",NA,".217",".358"
"19","18","Minnesota Timberwolves","52","12555",".453","14.7",NA,".559",".252",".163",".082",".062",".441",NA,".535",".687",".416",".393",".422",".348",NA,".558",".844",NA,".068","276",NA,".263","636",NA,".288",".388"
"20","19","New Orleans Pelicans","51","12290",".468","14.8",NA,".592",".226",".175",".106",".084",".408",NA,".539",".693",".460",".462",".386",".365",NA,".507",".813",NA,".043","171",NA,".251","635",NA,".223",".426"
"21","20","New York Knicks","52","12530",".441","14.8",NA,".564",".263",".137",".087",".076",".436",NA,".512",".648",".392",".445",".339",".348",NA,".533",".844",NA,".055","220",NA,".261","614",NA,".240",".368"
"22","21","Oklahoma City Thunder","50","12050",".446","15.0",NA,".568",".205",".207",".088",".069",".432",NA,".522",".680",".447",".445",".377",".346",NA,".519",".852",NA,".054","194",NA,".265","641",NA,".255",".395"
"23","22","Orlando Magic","53","12745",".459","14.7",NA,".601",".218",".193",".103",".087",".399",NA,".522",".646",".457",".454",".435",".365",NA,".499",".836",NA,".051","217",NA,".256","634",NA,".232",".393"
"24","23","Philadelphia 76ers","51","12340",".450","14.0",NA,".618",".254",".188",".107",".069",".382",NA,".516",".687",".390",".379",".445",".342",NA,".509",".794",NA,".062","246",NA,".265","644",NA,".205",".369"
"25","24","Phoenix Suns","51","12265",".441","14.6",NA,".612",".197",".230",".100",".085",".388",NA,".508",".672",".454",".413",".383",".337",NA,".484",".785",NA,".042","168",NA,".261","648",NA,".189",".352"
"26","25","Portland Trail Blazers","52","12505",".474","14.4",NA,".578",".264",".168",".084",".062",".422",NA,".552",".687",".463",".392",".434",".368",NA,".535",".832",NA,".057","227",NA,".256","684",NA,".279",".403"
"27","26","Sacramento Kings","54","13035",".475","13.8",NA,".626",".251",".209",".094",".071",".374",NA,".543",".711",".435",".421",".433",".360",NA,".481",".799",NA,".059","264",NA,".282","784",NA,".208",".379"
"28","27","San Antonio Spurs","53","12795",".464","13.5",NA,".638",".268",".204",".094",".072",".362",NA,".527",".654",".429",".443",".447",".353",NA,".469",".821",NA,".060","245",NA,".307","783",NA,".195",".405"
"29","28","Toronto Raptors","50","12125",".460","14.4",NA,".589",".232",".201",".097",".060",".411",NA,".531",".704",".406",".443",".424",".358",NA,".527",".867",NA,".057","207",NA,".264","613",NA,".305",".378"
"30","29","Utah Jazz","52","12480",".454","14.5",NA,".621",".198",".221",".121",".081",".379",NA,".522",".705",".442",".444",".408",".344",NA,".482",".776",NA,".047","192",NA,".250","669",NA,".199",".364"
"31","30","Washington Wizards","51","12340",".456","14.1",NA,".651",".199",".249",".116",".087",".349",NA,".512",".704",".436",".428",".403",".350",NA,".478",".804",NA,".057","217",NA,".265","668",NA,".190",".358"
"32","","League Average","52","12548",".455","14.4",NA,".599",".240",".191",".096",".072",".401",NA,".526",".679",".430",".427",".404",".349",NA,".507",".819",NA,".056","225",NA,".265","670",NA,".232",".379"
